"F_AREA";"scientificName";"LON";"LAT";"YEAR";"occurrenceStatus";"bathymetry"
NA;"Thunnus alalunga";-34.8845259334664;45.3037063856595;NA;0;NA
NA;"Thunnus alalunga";-45.233379504468;-28.3726980590855;NA;0;NA
NA;"Thunnus alalunga";-35.1833680515849;-52.622090624054;NA;0;NA
NA;"Thunnus alalunga";-80.9239126502706;21.5817296677532;NA;0;NA
NA;"Thunnus alalunga";-25.5159425988774;56.2657676816046;NA;0;NA
NA;"Thunnus alalunga";15.3959938805291;-30.9638020198444;NA;0;NA
NA;"Thunnus alalunga";10.3166517064502;39.2899581601862;NA;0;NA
NA;"Thunnus alalunga";-23.0404140367454;-64.3667847594919;NA;0;NA
NA;"Thunnus alalunga";19.4411846841375;61.2580463504452;NA;0;NA
NA;"Thunnus alalunga";45.8905836877485;83.0022599776968;NA;0;NA
NA;"Thunnus alalunga";-66.2299999984673;12.7020663974349;NA;0;NA
NA;"Thunnus alalunga";3.16162549239995;-63.546636237655;NA;0;NA
NA;"Thunnus alalunga";29.6393327418662;-60.4036823930005;NA;0;NA
NA;"Thunnus alalunga";15.1949746641703;-41.8035545937244;NA;0;NA
NA;"Thunnus alalunga";-20.8496148973767;12.8669264420796;NA;0;NA
NA;"Thunnus alalunga";5.24274949194445;-4.99275778976052;NA;0;NA
NA;"Thunnus alalunga";-51.6501713408424;59.611509753043;NA;0;NA
NA;"Thunnus alalunga";-25.9927753651587;47.5019551834549;NA;0;NA
NA;"Thunnus alalunga";-30.4800290616976;8.50941990383745;NA;0;NA
NA;"Thunnus alalunga";-10.9512547042088;-44.2694288159608;NA;0;NA
NA;"Thunnus alalunga";-0.0468537246323019;1.82123151669182;NA;0;NA
NA;"Thunnus alalunga";15.092883125825;-52.7551265960733;NA;0;NA
NA;"Thunnus alalunga";-12.3847893489507;-43.3765921089746;NA;0;NA
NA;"Thunnus alalunga";-39.2683122427073;-19.7902702273406;NA;0;NA
NA;"Thunnus alalunga";-0.594494816613805;-2.20596284390895;NA;0;NA
NA;"Thunnus alalunga";-32.0489274616796;-24.8936337003591;NA;0;NA
NA;"Thunnus alalunga";24.2165720830785;-42.6205473730823;NA;0;NA
NA;"Thunnus alalunga";-26.3277570139477;1.09474766567519;NA;0;NA
NA;"Thunnus alalunga";-11.4706870738634;-3.47562134927345;NA;0;NA
NA;"Thunnus alalunga";-12.0873570365165;-41.7941713846544;NA;0;NA
NA;"Thunnus alalunga";-38.2388023448956;48.4038795660526;NA;0;NA
NA;"Thunnus alalunga";-30.7818817296218;-1.66242235708593;NA;0;NA
NA;"Thunnus alalunga";11.7649535020472;36.7859965205451;NA;0;NA
NA;"Thunnus alalunga";-30.8383604168745;-61.0075491644868;NA;0;NA
NA;"Thunnus alalunga";4.69613426980572;-16.9218744153801;NA;0;NA
NA;"Thunnus alalunga";-14.777400927323;33.3719476818894;NA;0;NA
NA;"Thunnus alalunga";12.6938422971071;-22.9526482070503;NA;0;NA
NA;"Thunnus alalunga";-15.8026797892613;-20.7510423182715;NA;0;NA
NA;"Thunnus alalunga";-6.20013106482341;-9.96784065118691;NA;0;NA
NA;"Thunnus alalunga";-56.7120256087026;14.0351246663732;NA;0;NA
NA;"Thunnus alalunga";4.01677625544365;52.8092681645254;NA;0;NA
NA;"Thunnus alalunga";13.9826043173756;-56.9487383939785;NA;0;NA
NA;"Thunnus alalunga";-61.5870572592803;61.1738441157374;NA;0;NA
NA;"Thunnus alalunga";-21.1179941868723;-41.7935140789302;NA;0;NA
NA;"Thunnus alalunga";-24.9003179718143;-14.5512889775205;NA;0;NA
NA;"Thunnus alalunga";-22.8292772389255;-29.2027206934524;NA;0;NA
NA;"Thunnus alalunga";-10.8501862771217;-1.6546393081314;NA;0;NA
NA;"Thunnus alalunga";21.7245741517014;33.6204967817011;NA;0;NA
NA;"Thunnus alalunga";-25.1817302283984;-65.6556486188928;NA;0;NA
NA;"Thunnus alalunga";0.48276148376356;-35.8129959591505;NA;0;NA
NA;"Thunnus alalunga";7.72191750397512;4.27508926717702;NA;0;NA
NA;"Thunnus alalunga";0.20632194595539;-13.7492974926303;NA;0;NA
NA;"Thunnus alalunga";-5.14028152621096;-5.14773014439642;NA;0;NA
NA;"Thunnus alalunga";-19.8054005576508;66.0498069359726;NA;0;NA
NA;"Thunnus alalunga";13.3601477306505;-28.8235652075523;NA;0;NA
NA;"Thunnus alalunga";-61.823022912085;-42.5295448277357;NA;0;NA
NA;"Thunnus alalunga";-8.99332554748101;76.4940505013145;NA;0;NA
NA;"Thunnus alalunga";-64.2485038267262;43.5700738542426;NA;0;NA
NA;"Thunnus alalunga";-83.7760190777707;21.6232711281361;NA;0;NA
NA;"Thunnus alalunga";-41.8782652924787;58.5743096462835;NA;0;NA
NA;"Thunnus alalunga";-15.5238134926121;4.28374924427254;NA;0;NA
NA;"Thunnus alalunga";-17.7237706825312;-39.2097287272164;NA;0;NA
NA;"Thunnus alalunga";-51.356471693161;-61.6328208522848;NA;0;NA
NA;"Thunnus alalunga";17.50662954464;-52.6156750125689;NA;0;NA
NA;"Thunnus alalunga";-22.261397897659;27.7122648005945;NA;0;NA
NA;"Thunnus alalunga";-24.5719490565857;13.9657957009848;NA;0;NA
NA;"Thunnus alalunga";-44.3988342240779;-1.72609538191655;NA;0;NA
NA;"Thunnus alalunga";15.680032634343;-58.088838094634;NA;0;NA
NA;"Thunnus alalunga";-7.56555079620426;-1.78622838883882;NA;0;NA
NA;"Thunnus alalunga";-19.9586761676099;-15.6637704449962;NA;0;NA
NA;"Thunnus alalunga";17.6586818798488;-69.5180588730167;NA;0;NA
NA;"Thunnus alalunga";27.4541240954638;33.2820298884482;NA;0;NA
NA;"Thunnus alalunga";-34.7980967695801;26.8872599938821;NA;0;NA
NA;"Thunnus alalunga";-10.0836853973982;-3.94987994691616;NA;0;NA
NA;"Thunnus alalunga";-26.8973241711048;53.1809493926169;NA;0;NA
NA;"Thunnus alalunga";-50.4168349031859;-72.7750137207821;NA;0;NA
NA;"Thunnus alalunga";-12.7160506537605;1.481766217441;NA;0;NA
NA;"Thunnus alalunga";-8.48339789460879;-19.2611243472609;NA;0;NA
NA;"Thunnus alalunga";-1.88080110411652;35.3781120154865;NA;0;NA
NA;"Thunnus alalunga";-25.4109337059952;-2.28632610065385;NA;0;NA
NA;"Thunnus alalunga";-48.057918188068;58.3236408431621;NA;0;NA
NA;"Thunnus alalunga";-25.6780310598639;55.4801300579336;NA;0;NA
NA;"Thunnus alalunga";-42.1907855242307;-70.438578814926;NA;0;NA
NA;"Thunnus alalunga";-29.0011133019612;51.0588133113991;NA;0;NA
NA;"Thunnus alalunga";17.5566190149795;-62.7501206582297;NA;0;NA
NA;"Thunnus alalunga";-13.9743911412568;7.59724073154667;NA;0;NA
NA;"Thunnus alalunga";-91.460620444155;20.8832498418195;NA;0;NA
NA;"Thunnus alalunga";-39.7127837047488;15.4210688619111;NA;0;NA
NA;"Thunnus alalunga";-36.4850670445492;20.8882475357607;NA;0;NA
NA;"Thunnus alalunga";-5.0578352874738;-19.6003889639572;NA;0;NA
NA;"Thunnus alalunga";27.8397329101671;-43.6899910224876;NA;0;NA
NA;"Thunnus alalunga";15.3387184702104;-59.5775454650208;NA;0;NA
NA;"Thunnus alalunga";-12.6392512609009;-52.0457586288771;NA;0;NA
NA;"Thunnus alalunga";-61.7179959755477;48.7711265135473;NA;0;NA
NA;"Thunnus alalunga";-37.316617778349;33.3660749276537;NA;0;NA
NA;"Thunnus alalunga";31.8021518280868;35.2091032924886;NA;0;NA
NA;"Thunnus alalunga";-32.6472828667377;4.41337667344377;NA;0;NA
NA;"Thunnus alalunga";-43.8749931605203;-43.8281047998999;NA;0;NA
NA;"Thunnus alalunga";-15.4172478315992;35.2178871319853;NA;0;NA
NA;"Thunnus alalunga";-47.1864066092102;50.9476811990396;NA;0;NA
NA;"Thunnus alalunga";-44.7558668071601;7.49542606293639;NA;0;NA
NA;"Thunnus alalunga";-6.9992865934515;74.5786892789589;NA;0;NA
NA;"Thunnus alalunga";18.4201233250111;-50.4989936021122;NA;0;NA
NA;"Thunnus alalunga";2.85430797652587;-40.9721174773192;NA;0;NA
NA;"Thunnus alalunga";-31.6422310492674;-67.6454164639635;NA;0;NA
NA;"Thunnus alalunga";-9.05244853011863;44.4202164170074;NA;0;NA
NA;"Thunnus alalunga";11.4556682395584;-24.2553807810978;NA;0;NA
NA;"Thunnus alalunga";-7.69125041932113;2.29858311392556;NA;0;NA
NA;"Thunnus alalunga";-61.0605412072725;-66.5561316224336;NA;0;NA
NA;"Thunnus alalunga";-26.5050841939277;-1.16331366346854;NA;0;NA
NA;"Thunnus alalunga";-21.2725694180536;-26.2087663285721;NA;0;NA
NA;"Thunnus alalunga";-95.8049775857075;20.6074541029729;NA;0;NA
NA;"Thunnus alalunga";-28.2423747256244;20.0357203909359;NA;0;NA
NA;"Thunnus alalunga";-35.8641495648119;11.2796310467398;NA;0;NA
NA;"Thunnus alalunga";-18.6610231135067;-39.699470224691;NA;0;NA
NA;"Thunnus alalunga";-65.925913954957;68.6148160133464;NA;0;NA
NA;"Thunnus alalunga";14.5025791704831;54.8860914415987;NA;0;NA
NA;"Thunnus alalunga";-31.2990116706863;-57.526404133122;NA;0;NA
NA;"Thunnus alalunga";-16.4273041067711;16.8138605325857;NA;0;NA
NA;"Thunnus alalunga";-17.644164634247;-0.959935282723375;NA;0;NA
NA;"Thunnus alalunga";11.1721915365229;-34.037752042993;NA;0;NA
NA;"Thunnus alalunga";-47.9512899406165;49.5504547267627;NA;0;NA
NA;"Thunnus alalunga";0.660057330038723;-14.3998212533205;NA;0;NA
NA;"Thunnus alalunga";35.4385257765257;64.6169829347945;NA;0;NA
NA;"Thunnus alalunga";23.2474458610712;84.263471560222;NA;0;NA
NA;"Thunnus alalunga";-35.1841271909787;-10.2510714503032;NA;0;NA
NA;"Thunnus alalunga";-43.7831145711318;33.3203207198398;NA;0;NA
NA;"Thunnus alalunga";0.763083630143993;-24.1075477685112;NA;0;NA
NA;"Thunnus alalunga";-18.969095379366;44.5681413063057;NA;0;NA
NA;"Thunnus alalunga";10.6769745478941;-47.6798249689975;NA;0;NA
NA;"Thunnus alalunga";7.02966625980155;-16.2082419664332;NA;0;NA
NA;"Thunnus alalunga";2.23892132703313;-3.81352827569483;NA;0;NA
NA;"Thunnus alalunga";2.24937166330776;-6.36295241706114;NA;0;NA
NA;"Thunnus alalunga";-7.62998698426595;-4.85963242539374;NA;0;NA
NA;"Thunnus alalunga";-61.3366392196181;20.6767612376786;NA;0;NA
NA;"Thunnus alalunga";26.1376689225254;-42.5552413378969;NA;0;NA
NA;"Thunnus alalunga";21.4269481492721;60.2706515104962;NA;0;NA
NA;"Thunnus alalunga";1.706906871193;-9.99400108699516;NA;0;NA
NA;"Thunnus alalunga";-39.618377369132;-74.3271426674523;NA;0;NA
NA;"Thunnus alalunga";-21.1757529681926;-64.530651543745;NA;0;NA
NA;"Thunnus alalunga";13.3766384017057;-39.6489632985961;NA;0;NA
NA;"Thunnus alalunga";-36.6776879337312;0.685747437565033;NA;0;NA
NA;"Thunnus alalunga";-2.23267406399753;-40.9699770323492;NA;0;NA
NA;"Thunnus alalunga";-64.529518294439;12.4681686221013;NA;0;NA
NA;"Thunnus alalunga";-10.7113101367969;-15.4823504167741;NA;0;NA
NA;"Thunnus alalunga";-19.6409362815657;-25.9686750459545;NA;0;NA
NA;"Thunnus alalunga";-0.940717265535958;49.5340298547456;NA;0;NA
NA;"Thunnus alalunga";-17.4288546944545;-45.619499036735;NA;0;NA
NA;"Thunnus alalunga";6.17156257131781;56.9164606857076;NA;0;NA
NA;"Thunnus alalunga";-47.0406418956767;20.2355071124681;NA;0;NA
NA;"Thunnus alalunga";-23.2190243530685;-53.4680728284093;NA;0;NA
NA;"Thunnus alalunga";6.2415838861052;62.772755446726;NA;0;NA
NA;"Thunnus alalunga";-11.8630836668893;-64.3007855776547;NA;0;NA
NA;"Thunnus alalunga";-5.08162356186841;-24.6030118316559;NA;0;NA
NA;"Thunnus alalunga";-46.5367062440141;58.7696204408295;NA;0;NA
NA;"Thunnus alalunga";-71.453566468466;14.7903562735173;NA;0;NA
NA;"Thunnus alalunga";-3.04348371373518;-26.6495334153612;NA;0;NA
NA;"Thunnus alalunga";-51.4489272035679;-70.1589262857149;NA;0;NA
NA;"Thunnus alalunga";4.42486241365077;-10.4058119740627;NA;0;NA
NA;"Thunnus alalunga";-51.443490892043;5.15936638548216;NA;0;NA
NA;"Thunnus alalunga";-26.8459102090407;-10.2705380942505;NA;0;NA
NA;"Thunnus alalunga";-55.6727182783012;40.9126232740333;NA;0;NA
NA;"Thunnus alalunga";-12.4304390576996;-17.2096522875061;NA;0;NA
NA;"Thunnus alalunga";-64.0222160152777;34.1380006000249;NA;0;NA
NA;"Thunnus alalunga";-43.2424854491366;20.4450812608146;NA;0;NA
NA;"Thunnus alalunga";0.933757410307782;-8.11954691966524;NA;0;NA
NA;"Thunnus alalunga";24.0155895432343;-64.3759037823128;NA;0;NA
NA;"Thunnus alalunga";3.00111962749467;-66.2547350527891;NA;0;NA
NA;"Thunnus alalunga";14.695764825254;-25.7112311617036;NA;0;NA
NA;"Thunnus alalunga";-16.9158497444305;24.5433461854994;NA;0;NA
NA;"Thunnus alalunga";12.5287530267061;-34.9033233675447;NA;0;NA
NA;"Thunnus alalunga";-72.808614502349;17.2544972379093;NA;0;NA
NA;"Thunnus alalunga";-21.7825005717679;30.5502778628492;NA;0;NA
NA;"Thunnus alalunga";20.0692169447381;39.0688777407639;NA;0;NA
NA;"Thunnus alalunga";-63.2495683463378;14.8853164294165;NA;0;NA
NA;"Thunnus alalunga";-20.0928152377612;-49.9766257704565;NA;0;NA
NA;"Thunnus alalunga";4.183460404061;-27.1172961960983;NA;0;NA
NA;"Thunnus alalunga";-53.662997035428;51.8780885310636;NA;0;NA
NA;"Thunnus alalunga";-5.80627827181149;0.700940446131131;NA;0;NA
NA;"Thunnus alalunga";-44.7408464711394;31.7328800572738;NA;0;NA
NA;"Thunnus alalunga";-15.9886165613843;9.37271417028207;NA;0;NA
NA;"Thunnus alalunga";26.920359461995;-49.2007970103249;NA;0;NA
NA;"Thunnus alalunga";1.69762431101497;-42.1423425036675;NA;0;NA
NA;"Thunnus alalunga";-22.6769693094563;-1.37537607098883;NA;0;NA
NA;"Thunnus alalunga";-48.9253143633951;5.24592571429701;NA;0;NA
NA;"Thunnus alalunga";2.82161005139638;-37.1461167877459;NA;0;NA
NA;"Thunnus alalunga";8.28382280363318;0.166576544946129;NA;0;NA
NA;"Thunnus alalunga";-13.1348689752651;52.0994058889214;NA;0;NA
NA;"Thunnus alalunga";-15.5336292528188;36.216201285665;NA;0;NA
NA;"Thunnus alalunga";-5.36490682650623;1.49064091666689;NA;0;NA
NA;"Thunnus alalunga";-31.4479982517689;12.8211205191265;NA;0;NA
NA;"Thunnus alalunga";7.87729542510203;1.97135916575326;NA;0;NA
NA;"Thunnus alalunga";-44.6607073974139;10.1953232078521;NA;0;NA
NA;"Thunnus alalunga";-26.0644059507304;-14.9563323713367;NA;0;NA
NA;"Thunnus alalunga";-4.17317224465919;-11.872731692699;NA;0;NA
NA;"Thunnus alalunga";9.40108750723716;0.674891263107711;NA;0;NA
NA;"Thunnus alalunga";-36.0464374449578;15.765082214918;NA;0;NA
NA;"Thunnus alalunga";22.9364347539507;-35.4711927722193;NA;0;NA
NA;"Thunnus alalunga";-4.64434002739939;-11.0671883811638;NA;0;NA
NA;"Thunnus alalunga";-32.4819090910048;-6.78527393483535;NA;0;NA
NA;"Thunnus alalunga";1.19546612624977;-7.93633930820912;NA;0;NA
NA;"Thunnus alalunga";6.98240447704144;-57.0588951950409;NA;0;NA
NA;"Thunnus alalunga";-48.8402176681268;51.1047985552864;NA;0;NA
NA;"Thunnus alalunga";-49.8285767020367;21.8924663403178;NA;0;NA
NA;"Thunnus alalunga";-61.1062521637134;58.042743680748;NA;0;NA
NA;"Thunnus alalunga";28.691496099449;32.7045200050958;NA;0;NA
NA;"Thunnus alalunga";-37.0218213893494;23.509553380538;NA;0;NA
NA;"Thunnus alalunga";9.96362270380187;-4.86799856714939;NA;0;NA
NA;"Thunnus alalunga";31.0824854603872;32.4669983006995;NA;0;NA
NA;"Thunnus alalunga";-56.5674853324032;-46.5995084347826;NA;0;NA
NA;"Thunnus alalunga";-72.3856500399753;73.8942009243405;NA;0;NA
NA;"Thunnus alalunga";-22.6535329619504;-10.5959571647754;NA;0;NA
NA;"Thunnus alalunga";13.1813698291719;-36.3210197496954;NA;0;NA
NA;"Thunnus alalunga";-49.8810199316662;-33.929241882527;NA;0;NA
NA;"Thunnus alalunga";-8.5419242572696;2.20714431379588;NA;0;NA
NA;"Thunnus alalunga";28.1206613865294;-43.6647352185555;NA;0;NA
NA;"Thunnus alalunga";-7.74940173973732;-6.55139980315097;NA;0;NA
NA;"Thunnus alalunga";-16.4081885919099;-14.9003735497564;NA;0;NA
NA;"Thunnus alalunga";-77.6578843423165;76.532814992202;NA;0;NA
NA;"Thunnus alalunga";-30.8527358755132;25.6165496310281;NA;0;NA
NA;"Thunnus alalunga";14.0894062422414;-46.3775412195364;NA;0;NA
NA;"Thunnus alalunga";10.9087187645936;-10.6777521794385;NA;0;NA
NA;"Thunnus alalunga";3.6734185272471;-9.46884753845326;NA;0;NA
NA;"Thunnus alalunga";-18.457199420981;47.1797534746282;NA;0;NA
NA;"Thunnus alalunga";18.3862863727794;-41.1352010869143;NA;0;NA
NA;"Thunnus alalunga";-8.4587313038998;-11.7622116628584;NA;0;NA
NA;"Thunnus alalunga";-34.5831463039845;-47.2254684857368;NA;0;NA
NA;"Thunnus alalunga";-25.749528079944;-64.3499881718307;NA;0;NA
NA;"Thunnus alalunga";-22.6079142959783;15.9854320695;NA;0;NA
NA;"Thunnus alalunga";-43.9155211956938;-43.2807700107823;NA;0;NA
NA;"Thunnus alalunga";-35.9502322947388;-20.5548557448994;NA;0;NA
NA;"Thunnus alalunga";24.4043740534144;-37.7185308464133;NA;0;NA
NA;"Thunnus alalunga";21.5836387391024;-50.869583615941;NA;0;NA
NA;"Thunnus alalunga";6.66698267136979;-28.2176585099557;NA;0;NA
NA;"Thunnus alalunga";-46.5176617847537;-28.6241558450462;NA;0;NA
NA;"Thunnus alalunga";-10.5645779829921;-14.1054702633173;NA;0;NA
NA;"Thunnus alalunga";-51.9541679416385;33.3891885047941;NA;0;NA
NA;"Thunnus alalunga";0.429328324697586;64.0020138624588;NA;0;NA
NA;"Thunnus alalunga";24.7508212108971;-65.2272766467606;NA;0;NA
NA;"Thunnus alalunga";-51.5170558131299;47.473713689171;NA;0;NA
NA;"Thunnus alalunga";-13.6785472427722;-38.0747438238602;NA;0;NA
NA;"Thunnus alalunga";-17.0878992578413;-40.4862541775931;NA;0;NA
NA;"Thunnus alalunga";19.9320048845116;-64.0169798749031;NA;0;NA
NA;"Thunnus alalunga";8.31421476648315;-5.02418415694368;NA;0;NA
NA;"Thunnus alalunga";-56.8223504253627;-56.5348268100539;NA;0;NA
NA;"Thunnus alalunga";-30.761975874122;-7.10978774588192;NA;0;NA
NA;"Thunnus alalunga";-43.1415473173185;7.69773277038548;NA;0;NA
NA;"Thunnus alalunga";29.8095695845994;-35.8407502446024;NA;0;NA
NA;"Thunnus alalunga";-30.3118507993508;-6.81577753601808;NA;0;NA
NA;"Thunnus alalunga";9.52066119126821;-3.59433448307625;NA;0;NA
NA;"Thunnus alalunga";-8.95277909980726;-16.8245478604161;NA;0;NA
NA;"Thunnus alalunga";4.26248705457;-14.3497849179016;NA;0;NA
NA;"Thunnus alalunga";-78.3881707113021;73.7610001004121;NA;0;NA
NA;"Thunnus alalunga";-62.3314623321617;19.2804066356953;NA;0;NA
NA;"Thunnus alalunga";-78.9945313448823;12.0148838433501;NA;0;NA
NA;"Thunnus alalunga";-30.4162333186545;-56.3642580300332;NA;0;NA
NA;"Thunnus alalunga";-23.139763002164;-28.1053310526086;NA;0;NA
NA;"Thunnus alalunga";-26.6409125723293;-11.0757878338764;NA;0;NA
NA;"Thunnus alalunga";-25.2708907542767;30.0066053795305;NA;0;NA
NA;"Thunnus alalunga";-13.4908571397536;44.4931980984333;NA;0;NA
NA;"Thunnus alalunga";-19.8887999966028;-36.9958904551645;NA;0;NA
NA;"Thunnus alalunga";-32.8154451925038;13.3378169413652;NA;0;NA
NA;"Thunnus alalunga";-11.4729936460864;0.793193849689487;NA;0;NA
NA;"Thunnus alalunga";-51.5043392917336;36.5036478740973;NA;0;NA
NA;"Thunnus alalunga";-51.2903017906522;61.6503075792104;NA;0;NA
NA;"Thunnus alalunga";-63.7275390313486;42.1264197416533;NA;0;NA
NA;"Thunnus alalunga";-8.54755083912473;3.62180900237585;NA;0;NA
NA;"Thunnus alalunga";-46.2175935990476;12.7888373073113;NA;0;NA
NA;"Thunnus alalunga";24.3548803155436;-50.9568096037746;NA;0;NA
NA;"Thunnus alalunga";-89.4520351494062;22.4318991092884;NA;0;NA
NA;"Thunnus alalunga";-47.8720008476929;-50.6841205118312;NA;0;NA
NA;"Thunnus alalunga";5.42937198982583;-46.8658371524361;NA;0;NA
NA;"Thunnus alalunga";-17.1110249786262;-8.44440936538122;NA;0;NA
NA;"Thunnus alalunga";31.188133485861;35.77268111745;NA;0;NA
NA;"Thunnus alalunga";-2.56835187362552;-2.79758396419075;NA;0;NA
NA;"Thunnus alalunga";-11.2440531553422;-45.2978674938534;NA;0;NA
NA;"Thunnus alalunga";-4.32020123933534;45.6365671783594;NA;0;NA
NA;"Thunnus alalunga";7.18829874977273;57.2785503993443;NA;0;NA
NA;"Thunnus alalunga";-28.7343560681626;-28.9848509529724;NA;0;NA
NA;"Thunnus alalunga";-0.164706802499744;-66.000444808197;NA;0;NA
NA;"Thunnus alalunga";-39.9534509982156;61.3099431542782;NA;0;NA
NA;"Thunnus alalunga";-5.39622803913927;0.766763016643155;NA;0;NA
NA;"Thunnus alalunga";12.7888339029538;-36.7428431560639;NA;0;NA
NA;"Thunnus alalunga";-0.0625115021377687;54.9913615628312;NA;0;NA
NA;"Thunnus alalunga";0.561179061061557;-0.899761981391172;NA;0;NA
NA;"Thunnus alalunga";-60.5130247373031;64.2482609259308;NA;0;NA
NA;"Thunnus alalunga";6.08094268200935;-7.0349641239139;NA;0;NA
NA;"Thunnus alalunga";22.4391881542103;-38.4646372420128;NA;0;NA
NA;"Thunnus alalunga";-37.6724379312785;-27.5137889442063;NA;0;NA
NA;"Thunnus alalunga";-32.855189527848;-52.3185600382521;NA;0;NA
NA;"Thunnus alalunga";-48.081925789027;-45.3203716745944;NA;0;NA
NA;"Thunnus alalunga";-13.2955903821253;53.2500628166111;NA;0;NA
NA;"Thunnus alalunga";-38.8029388303524;14.382920962391;NA;0;NA
NA;"Thunnus alalunga";27.2466489949378;-34.6281534665202;NA;0;NA
NA;"Thunnus alalunga";-39.843217193836;-41.6415442145417;NA;0;NA
NA;"Thunnus alalunga";-0.530108825726363;-35.6424128584433;NA;0;NA
NA;"Thunnus alalunga";-39.5592297429109;-40.7457346295031;NA;0;NA
NA;"Thunnus alalunga";-43.1132309314338;0.324602183424636;NA;0;NA
NA;"Thunnus alalunga";-42.100638757948;-36.9562029558912;NA;0;NA
NA;"Thunnus alalunga";38.2339885534967;79.9090200394348;NA;0;NA
NA;"Thunnus alalunga";20.5440187889629;-38.7432462578522;NA;0;NA
NA;"Thunnus alalunga";-18.4327749029717;20.3977209098878;NA;0;NA
NA;"Thunnus alalunga";-6.69358428610189;-25.3173425060745;NA;0;NA
NA;"Thunnus alalunga";-14.3865328227257;-43.3521357323373;NA;0;NA
NA;"Thunnus alalunga";-59.3444908775775;20.5786925747361;NA;0;NA
NA;"Thunnus alalunga";-19.3789832034435;54.298265187305;NA;0;NA
NA;"Thunnus alalunga";-30.2375845423534;-19.3095279376321;NA;0;NA
NA;"Thunnus alalunga";-72.1413736128034;15.478302660647;NA;0;NA
NA;"Thunnus alalunga";5.86030972694091;-47.3313859691844;NA;0;NA
NA;"Thunnus alalunga";-43.3885854951824;-31.4706018737828;NA;0;NA
NA;"Thunnus alalunga";-65.8663577373359;12.8402593291731;NA;0;NA
NA;"Thunnus alalunga";-14.5475255614794;-3.09736580601263;NA;0;NA
NA;"Thunnus alalunga";12.3457217251588;-12.8812441626583;NA;0;NA
NA;"Thunnus alalunga";-28.5938050714246;34.0229473627213;NA;0;NA
NA;"Thunnus alalunga";-49.0009587346703;55.2955562455885;NA;0;NA
NA;"Thunnus alalunga";-76.6633001206783;10.6068108300595;NA;0;NA
NA;"Thunnus alalunga";-6.63156878710696;-10.6929278316099;NA;0;NA
NA;"Thunnus alalunga";-11.9337869469083;-20.8750060774465;NA;0;NA
NA;"Thunnus alalunga";-0.317746914019279;70.6558850928374;NA;0;NA
NA;"Thunnus alalunga";4.19476820134118;-24.6099033044689;NA;0;NA
NA;"Thunnus alalunga";-50.3419885673251;-47.7693355068084;NA;0;NA
NA;"Thunnus alalunga";-27.6446436233638;-17.5988240735945;NA;0;NA
NA;"Thunnus alalunga";4.21353057035976;-41.0990234526446;NA;0;NA
NA;"Thunnus alalunga";-63.4139465285074;61.5267030378258;NA;0;NA
NA;"Thunnus alalunga";-45.9681496810573;-28.2512061414573;NA;0;NA
NA;"Thunnus alalunga";-34.8398086623908;-63.0129529370174;NA;0;NA
NA;"Thunnus alalunga";-4.83488115054886;-44.8858022067319;NA;0;NA
NA;"Thunnus alalunga";-20.5412675649334;-31.8456066998138;NA;0;NA
NA;"Thunnus alalunga";3.95465034083985;-25.7347477444665;NA;0;NA
NA;"Thunnus alalunga";34.0447587725502;31.2889717593347;NA;0;NA
NA;"Thunnus alalunga";-94.5559277952265;21.4090889741513;NA;0;NA
NA;"Thunnus alalunga";-28.3420856045182;21.4863582045535;NA;0;NA
NA;"Thunnus alalunga";-42.2885958335529;35.6419124529226;NA;0;NA
NA;"Thunnus alalunga";-81.4463180910547;16.5777261848999;NA;0;NA
NA;"Thunnus alalunga";0.673092490669498;-43.9329537970148;NA;0;NA
NA;"Thunnus alalunga";-77.6709994892769;24.7230521892129;NA;0;NA
NA;"Thunnus alalunga";7.44940955879292;-32.0740791319896;NA;0;NA
NA;"Thunnus alalunga";15.6772597859675;-35.4363468053867;NA;0;NA
NA;"Thunnus alalunga";-35.925478769054;13.5354593006281;NA;0;NA
NA;"Thunnus alalunga";-56.7309560143672;-75.030631969309;NA;0;NA
NA;"Thunnus alalunga";-93.6450691315947;20.6504341072514;NA;0;NA
NA;"Thunnus alalunga";-43.6956888442052;38.2265130191498;NA;0;NA
NA;"Thunnus alalunga";-21.8022670972395;-63.1698981719508;NA;0;NA
NA;"Thunnus alalunga";-3.99175083036659;-11.3439041191236;NA;0;NA
NA;"Thunnus alalunga";6.31749146970247;-6.72009162066522;NA;0;NA
NA;"Thunnus alalunga";-59.910379646301;-74.7527797705048;NA;0;NA
NA;"Thunnus alalunga";-8.3150142770479;-32.3690487980571;NA;0;NA
NA;"Thunnus alalunga";-23.923460467409;56.4602859485017;NA;0;NA
NA;"Thunnus alalunga";-63.5942232358306;-55.3016942308624;NA;0;NA
NA;"Thunnus alalunga";-18.1966877217498;-3.40927628571688;NA;0;NA
NA;"Thunnus alalunga";-36.669370677068;10.0840324714415;NA;0;NA
NA;"Thunnus alalunga";-51.5490718165791;-33.5891387714988;NA;0;NA
NA;"Thunnus alalunga";25.7010893115816;-39.5542391651618;NA;0;NA
NA;"Thunnus alalunga";-25.3638100625227;9.75959354210774;NA;0;NA
NA;"Thunnus alalunga";-23.2791670739843;-12.3965936620181;NA;0;NA
NA;"Thunnus alalunga";-26.726592968921;-37.5221744920159;NA;0;NA
NA;"Thunnus alalunga";-19.7579273236997;10.1006368185992;NA;0;NA
