"F_AREA";"scientificName";"LON";"LAT";"YEAR";"occurrenceStatus";"bathymetry"
"31";"Thunnus alalunga";-75.08;34.33;2002;1;-3096.318359375
"31";"Thunnus alalunga";-93;27;2000;1;-1211.0625
"31";"Thunnus alalunga";-78.71;28.58;2004;1;-888.1875
"47";"Thunnus alalunga";15.3919000626;-27.4584999084;2000;1;-1.55750000476837
"27";"Thunnus alalunga";-26.08883333;37.95736667;2011;1;-3213.81616210938
"31";"Thunnus alalunga";-73.7250022888;20.0333337784;2002;1;-3538.2451171875
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2002;1;-7.59000015258789
"47";"Thunnus alalunga";18.231300354;-31.8155002594;2001;1;-16.4274997711182
"21";"Thunnus alalunga";-69.65;39.91;2000;1;-433.201354980469
"21";"Thunnus alalunga";-67.26;40.46;2001;1;-368.898162841797
"31";"Thunnus alalunga";-53.8;17.76;2002;1;-4762
"21";"Thunnus alalunga";-67.06;40.56;2005;1;-291.421752929688
"21";"Thunnus alalunga";-72.0583343506;39.4833335876;2003;1;-470.714996337891
"21";"Thunnus alalunga";-71.93;39.6;2002;1;-517.97998046875
"27";"Thunnus alalunga";-26.36901667;38.36775;2004;1;-1438.25
"47";"Thunnus alalunga";17.8332996368;-32.8166999817;2000;1;-46.9949989318848
"31";"Thunnus alalunga";-53.36;18.11;2000;1;-4748.626953125
"47";"Thunnus alalunga";18.4167003632;-33.9000015259;2002;1;-13.6800003051758
"47";"Thunnus alalunga";18.4167003632;-33.9000015259;2005;1;-13.6800003051758
"21";"Thunnus alalunga";-70.51;39.95;2005;1;-847.025146484375
"31";"Thunnus alalunga";-92.8;26.81;2000;1;-1747.31127929688
"47";"Thunnus alalunga";18.4167003632;-33.9000015259;2001;1;-13.6800003051758
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2003;1;-7.59000015258789
"21";"Thunnus alalunga";-69.18;39.8;2000;1;-1793.20300292969
"21";"Thunnus alalunga";-72.86;38.78;2003;1;-1271.7353515625
"21";"Thunnus alalunga";-74.75;36;2005;1;-793.634399414062
"21";"Thunnus alalunga";-74.13;37.58;2000;1;-1256.71264648438
"21";"Thunnus alalunga";-67.06;40.48;2001;1;-1128.29943847656
"31";"Thunnus alalunga";-75.8583335876;33.5749988556;2005;1;-2672.52758789062
"37";"Thunnus alalunga";3.171;39.1668;2004;1;-891.5625
"31";"Thunnus alalunga";-77.9;28.36;2002;1;-1003.56500244141
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2002;1;-7.59000015258789
"21";"Thunnus alalunga";-71.46;39.86;2003;1;-518.799133300781
"31";"Thunnus alalunga";-78.0916633606;28.5;2003;1;-1006.0625
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2003;1;-7.59000015258789
"31";"Thunnus alalunga";-66.125;26.3666667938;2004;1;-5200.56005859375
"21";"Thunnus alalunga";-66.9;40.31;2000;1;-2223.13696289062
"31";"Thunnus alalunga";-76.93;28.53;2003;1;-1128.6875
"31";"Thunnus alalunga";-74.53;28.95;2001;1;-4492.125
"31";"Thunnus alalunga";-78;28.45;2003;1;-1008.56500244141
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2005;1;-7.59000015258789
"21";"Thunnus alalunga";-70.2;39.85;2000;1;-925.131469726562
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2001;1;-16.0599994659424
"21";"Thunnus alalunga";-70.01;39.9;2000;1;-654.877502441406
"27";"Thunnus alalunga";-27.19195;38.52573333;2005;1;-837.159973144531
"31";"Thunnus alalunga";-77.9416656494;28.5583333969;2003;1;-1006.11999511719
"21";"Thunnus alalunga";-72.35;39.28;2000;1;-256.746368408203
"47";"Thunnus alalunga";17.1173992157;-29.9335002899;2000;1;-25.2474994659424
"31";"Thunnus alalunga";-78.01;28.3;2001;1;-1003.05749511719
"21";"Thunnus alalunga";-72.75;38.71;2002;1;-2080.25561523438
"31";"Thunnus alalunga";-78.21;28.36;2003;1;-1005.19000244141
"31";"Thunnus alalunga";-89.36;25.81;2001;1;-3232.62084960938
"21";"Thunnus alalunga";-70.5;39.83;2001;1;-1418.03942871094
"21";"Thunnus alalunga";-71.68;39.71;2001;1;-1073.45300292969
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2002;1;-7.59000015258789
"27";"Thunnus alalunga";-30.60493333;39.00238333;2011;1;-1724.7900390625
"31";"Thunnus alalunga";-55.53;10.28;2005;1;-4004.04858398438
"21";"Thunnus alalunga";-70.2;39.98;2005;1;-447.624389648438
"21";"Thunnus alalunga";-67.48;38.55;2002;1;-4342.49609375
"21";"Thunnus alalunga";-66.9;40.61;2003;1;-479.940887451172
"21";"Thunnus alalunga";-71.91;39.61;2002;1;-663.910583496094
"21";"Thunnus alalunga";-71.95;39.63;2000;1;-410.8505859375
"27";"Thunnus alalunga";-27.54826667;38.77666667;2005;1;-1838.80249023438
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2000;1;-16.0599994659424
"21";"Thunnus alalunga";-42.18;47.41;2002;1;-4038.517578125
"34";"Thunnus alalunga";-32.58;29.71;2002;1;-4822.1875
"21";"Thunnus alalunga";-72;39.25;2002;1;-1580.54663085938
"47";"Thunnus alalunga";18.4167003632;-33.9000015259;2002;1;-13.6800003051758
"31";"Thunnus alalunga";-77.83;28.96;2002;1;-1015.87750244141
"21";"Thunnus alalunga";-71.0416679382;39.7833328247;2004;1;-1539.07922363281
"31";"Thunnus alalunga";-91.63;26.11;2004;1;-2231.85717773438
"27";"Thunnus alalunga";-27.71908333;38.87635;2004;1;-2438.28173828125
"47";"Thunnus alalunga";17.1173992157;-29.9335002899;2003;1;-25.2474994659424
"27";"Thunnus alalunga";-26.17683333;37.5854;2011;1;-2246.55102539062
"21";"Thunnus alalunga";-74.5;37;2001;1;-1523.50659179688
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"21";"Thunnus alalunga";-72.01;39.38;2002;1;-868.051391601562
"31";"Thunnus alalunga";-78.08;29.48;2005;1;-860.119995117188
"27";"Thunnus alalunga";-27.18621667;38.55586667;2005;1;-628.332397460938
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2002;1;-7.59000015258789
"34";"Thunnus alalunga";-21.7;3.75;2004;1;-4213.31494140625
"21";"Thunnus alalunga";-68.3666648865;39.7583332062;2000;1;-2708.00073242188
"21";"Thunnus alalunga";-69.2;39.83;2000;1;-1688.16296386719
"47";"Thunnus alalunga";18.4167003632;-33.9000015259;2002;1;-13.6800003051758
"31";"Thunnus alalunga";-77.75;28.41;2002;1;-1009.37750244141
"31";"Thunnus alalunga";-78.21;28.66;2004;1;-971.369995117188
"21";"Thunnus alalunga";-74.38;37.28;2004;1;-1182.76599121094
"47";"Thunnus alalunga";18.4167003632;-33.9000015259;2001;1;-13.6800003051758
"21";"Thunnus alalunga";-51.7;43.4;2002;1;-292.877502441406
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2000;1;-16.0599994659424
"31";"Thunnus alalunga";-91.2;27.05;2001;1;-1665.07409667969
"21";"Thunnus alalunga";-67.08;40.63;2001;1;-183.250991821289
"21";"Thunnus alalunga";-72.33;39.08;2001;1;-1330.41186523438
"31";"Thunnus alalunga";-95.65;26.43;2002;1;-1433.60437011719
"21";"Thunnus alalunga";-72;39;2000;1;-2353.6259765625
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2005;1;-7.59000015258789
"27";"Thunnus alalunga";-27.91826667;37.88541667;2008;1;-1821.38159179688
"21";"Thunnus alalunga";-73.28;38.33;2004;1;-1872.50439453125
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2000;1;-16.0599994659424
"21";"Thunnus alalunga";-43.31;46.11;2004;1;-4503.65771484375
"31";"Thunnus alalunga";-65.76;18.75;2003;1;-1857.63818359375
"21";"Thunnus alalunga";-48.16;44.63;2002;1;-3290.56494140625
"31";"Thunnus alalunga";-93.91;27.01;2005;1;-928.05615234375
"21";"Thunnus alalunga";-72.63;39.05;2002;1;-814.822387695312
"21";"Thunnus alalunga";-48.3;44.53;2001;1;-3249.0625
"31";"Thunnus alalunga";-65.9166641235;27.1999998093;2005;1;-5415.46240234375
"31";"Thunnus alalunga";-77.83;28.75;2003;1;-1030.87744140625
"21";"Thunnus alalunga";-71.61;39.78;2002;1;-670.322387695312
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2001;1;-16.25
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2003;1;-16.25
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2001;1;-16.25
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2005;1;-7.59000015258789
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2000;1;-7.59000015258789
"21";"Thunnus alalunga";-74.58;36.08;2003;1;-1769.20373535156
"31";"Thunnus alalunga";-75.25;34.08;2001;1;-3124.76782226562
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2002;1;-16.25
"47";"Thunnus alalunga";18.4167003632;-33.9000015259;2004;1;-13.6800003051758
"21";"Thunnus alalunga";-66.7;40.61;2003;1;-1695.36486816406
"21";"Thunnus alalunga";-67.08;40.45;2004;1;-1357.05786132812
"31";"Thunnus alalunga";-89.53;28.3;2001;1;-933.173034667969
"21";"Thunnus alalunga";-73.33;38.33;2000;1;-1645.53442382812
"21";"Thunnus alalunga";-71.83;39.63;2000;1;-664.779541015625
"21";"Thunnus alalunga";-72.33;39.33;2000;1;-193.016372680664
"21";"Thunnus alalunga";-73.5916671753;38.1916675568;2004;1;-1151.56640625
"31";"Thunnus alalunga";-78.41;28.53;2004;1;-956.372497558594
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"27";"Thunnus alalunga";-27.8537;37.72235;2008;1;-1967.14685058594
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2005;1;-16.0599994659424
"21";"Thunnus alalunga";-72.0166664124;39.4250011444;2004;1;-703.411437988281
"21";"Thunnus alalunga";-71.96;36.93;2000;1;-3727.72192382812
"31";"Thunnus alalunga";-65.56;27.85;2005;1;-5299.388671875
"21";"Thunnus alalunga";-72.28;39.18;2000;1;-884.9619140625
"31";"Thunnus alalunga";-91;26.33;2004;1;-2196.59497070312
"31";"Thunnus alalunga";-91.98;26.83;2004;1;-1659.51538085938
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2000;1;-7.59000015258789
"31";"Thunnus alalunga";-77.75;28.4;2000;1;-1008.99499511719
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2000;1;-16.0599994659424
"31";"Thunnus alalunga";-73.66;20.33;2000;1;-2039.25
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"21";"Thunnus alalunga";-71.83;39.7;2000;1;-486.28955078125
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2000;1;-7.59000015258789
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2004;1;-7.59000015258789
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"31";"Thunnus alalunga";-77;29;2001;1;-1095.62744140625
"21";"Thunnus alalunga";-72.55;39.13;2000;1;-599.975219726562
"27";"Thunnus alalunga";-26.87601667;37.99598333;2013;1;-2127.11474609375
"27";"Thunnus alalunga";-26.6476;37.3339;2008;1;-2555.14135742188
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2004;1;-7.59000015258789
"47";"Thunnus alalunga";18.231300354;-31.8155002594;2001;1;-16.4274997711182
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2005;1;-16.0599994659424
"21";"Thunnus alalunga";-74.71;38.11;2005;1;-33.2694053649902
"47";"Thunnus alalunga";15.3919000626;-27.4584999084;2000;1;-1.55750000476837
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2000;1;-7.59000015258789
"21";"Thunnus alalunga";-72.8;38.91;2003;1;-836.928344726562
"21";"Thunnus alalunga";-70.28;39.83;2000;1;-1054.09985351562
"47";"Thunnus alalunga";18.231300354;-31.8155002594;2001;1;-16.4274997711182
"31";"Thunnus alalunga";-77;33;2000;1;-457.3125
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2002;1;-7.59000015258789
"31";"Thunnus alalunga";-77.43;28.56;2002;1;-1036.18505859375
"31";"Thunnus alalunga";-76.51;28.55;2000;1;-5003.6142578125
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2000;1;-16.25
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"31";"Thunnus alalunga";-78.83;28.33;2002;1;-869.309997558594
"31";"Thunnus alalunga";-90.83;26.28;2002;1;-3088.10864257812
"21";"Thunnus alalunga";-71.16;39.86;2005;1;-759.778686523438
"27";"Thunnus alalunga";-26.1705;37.96353333;2008;1;-3247.69189453125
"21";"Thunnus alalunga";-67.43;40.21;2001;1;-1893.79528808594
"31";"Thunnus alalunga";-77.2;28.45;2003;1;-1048.99755859375
"31";"Thunnus alalunga";-77.78;28.5;2001;1;-1011.6875
"31";"Thunnus alalunga";-72.28;33.55;2000;1;-5245.28369140625
"31";"Thunnus alalunga";-92.43;26.95;2002;1;-1421.82983398438
"27";"Thunnus alalunga";-28.42131667;38.1564;2009;1;-1534.18054199219
"21";"Thunnus alalunga";-59.75;36.15;2001;1;-4896.947265625
"21";"Thunnus alalunga";-74.18;37.6;2002;1;-1047.60021972656
"31";"Thunnus alalunga";-78.7;28.41;2001;1;-902.375
"47";"Thunnus alalunga";18.4167003632;-33.9000015259;2002;1;-13.6800003051758
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2004;1;-7.59000015258789
"21";"Thunnus alalunga";-51.46;43.31;2000;1;-235.750717163086
"21";"Thunnus alalunga";-74.33;37.41;2001;1;-900.627319335938
"37";"Thunnus alalunga";3.8228;38.8332;2005;1;-2347.8076171875
"31";"Thunnus alalunga";-78.2;28.41;2003;1;-1000.80999755859
"21";"Thunnus alalunga";-72.98;38.73;2003;1;-814.206726074219
"31";"Thunnus alalunga";-77.9;28.86;2005;1;-1017.93499755859
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2002;1;-7.59000015258789
"31";"Thunnus alalunga";-78.23;28.4;2002;1;-1011.55999755859
"31";"Thunnus alalunga";-78.08;28.4;2003;1;-1006.49749755859
"31";"Thunnus alalunga";-78.2083320618;28.3833332062;2005;1;-1002.19000244141
"27";"Thunnus alalunga";-30.73713333;37.18158333;2012;1;-2394.5029296875
"34";"Thunnus alalunga";-37.4;8.03;2002;1;-3397.62744140625
"21";"Thunnus alalunga";-71.8166656494;39.5249996185;2002;1;-1049.81799316406
"27";"Thunnus alalunga";-29.97493333;38.1842;2012;1;-1538.56872558594
"27";"Thunnus alalunga";-31.7284;39.14191667;2012;1;-1449.375
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2002;1;-7.59000015258789
"21";"Thunnus alalunga";-74.55;36.86;2004;1;-1321.36157226562
"47";"Thunnus alalunga";18.4167003632;-33.9000015259;2002;1;-13.6800003051758
"31";"Thunnus alalunga";-78.58;28.51;2003;1;-925.690002441406
"31";"Thunnus alalunga";-91.23;26.55;2005;1;-2256.97924804688
"47";"Thunnus alalunga";19.2999992371;-34.6333007812;2001;1;-8.98999977111816
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2002;1;-7.59000015258789
"21";"Thunnus alalunga";-70.08;39.83;2001;1;-1026.41711425781
"21";"Thunnus alalunga";-66.81;40.65;2002;1;-778.280883789062
"37";"Thunnus alalunga";4.2569;40.3332;2004;1;-2484.6826171875
"31";"Thunnus alalunga";-78.08;28.38;2001;1;-1016.1875
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2001;1;-16.0599994659424
"31";"Thunnus alalunga";-66.21;26.75;2004;1;-5020.3701171875
"31";"Thunnus alalunga";-77.5083312988;28.4583330154;2002;1;-1030.68994140625
"21";"Thunnus alalunga";-67.28;40.46;2001;1;-304.688171386719
"21";"Thunnus alalunga";-66.85;40.63;2002;1;-757.760864257812
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2001;1;-16.0599994659424
"21";"Thunnus alalunga";-72.48;39.13;2000;1;-673.712768554688
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"31";"Thunnus alalunga";-73.61;20.36;2001;1;-2197
"31";"Thunnus alalunga";-77.58;28.35;2001;1;-1032.24755859375
"34";"Thunnus alalunga";-17.83;3.58;2008;1;-4988.43994140625
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2005;1;-7.59000015258789
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2003;1;-7.59000015258789
"31";"Thunnus alalunga";-78.43;28.4;2002;1;-973.565002441406
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2004;1;-16.25
"31";"Thunnus alalunga";-77.33;28.45;2002;1;-1046.62744140625
"21";"Thunnus alalunga";-71.85;39.48;2000;1;-1137.98803710938
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"21";"Thunnus alalunga";-71.21;39.88;2000;1;-659.135437011719
"31";"Thunnus alalunga";-77.05;28.33;2002;1;-1081.1875
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2004;1;-7.59000015258789
"31";"Thunnus alalunga";-76.96;28.5;2005;1;-1111.68249511719
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2000;1;-7.59000015258789
"31";"Thunnus alalunga";-77.4;28.4;2001;1;-1052.875
"31";"Thunnus alalunga";-67.26;27.1;2003;1;-5392.1201171875
"21";"Thunnus alalunga";-73.76;38.1;2004;1;-580.986328125
"31";"Thunnus alalunga";-78.03;28.31;2002;1;-1006.99749755859
"31";"Thunnus alalunga";-91.9;26.33;2002;1;-2012.35522460938
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2002;1;-7.59000015258789
"31";"Thunnus alalunga";-77.8;28.46;2001;1;-1009.6875
"27";"Thunnus alalunga";-28.35;38.71666667;2000;1;-1115.46838378906
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2005;1;-7.59000015258789
"27";"Thunnus alalunga";-26.32363333;37.48461667;2011;1;-2399.6826171875
"47";"Thunnus alalunga";18.231300354;-31.8155002594;2001;1;-16.4274997711182
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2000;1;-16.0599994659424
"21";"Thunnus alalunga";-68.15;40.26;2001;1;-594.108337402344
"47";"Thunnus alalunga";17.8332996368;-32.8166999817;2002;1;-46.9949989318848
"21";"Thunnus alalunga";-74.2;37.51;2005;1;-921.180236816406
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"21";"Thunnus alalunga";-67.5;40.35;2002;1;-876.729797363281
"31";"Thunnus alalunga";-65.96;27.8;2005;1;-5362.47509765625
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2001;1;-7.59000015258789
"21";"Thunnus alalunga";-67.71;40.26;2001;1;-1142.92370605469
"21";"Thunnus alalunga";-74.48;37.23;2004;1;-841.676025390625
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2003;1;-16.25
"31";"Thunnus alalunga";-54.85;18.1;2000;1;-4976.81494140625
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2001;1;-16.0599994659424
"21";"Thunnus alalunga";-71.45;39.83;2003;1;-693.649108886719
"31";"Thunnus alalunga";-60.3;31.96;2003;1;-5118.7734375
"37";"Thunnus alalunga";3.6052;39.5;2005;1;-588.3125
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2004;1;-7.59000015258789
"21";"Thunnus alalunga";-73.93;37.73;2004;1;-1462.296875
"37";"Thunnus alalunga";2.2;39.5;2001;1;-110.870002746582
"47";"Thunnus alalunga";19.2999992371;-34.6333007812;2005;1;-8.98999977111816
"21";"Thunnus alalunga";-74.03;37.75;2004;1;-1241.88439941406
"27";"Thunnus alalunga";-28.18818333;38.25546667;2011;1;-1773.41748046875
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2001;1;-16.0599994659424
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2001;1;-16.0599994659424
"31";"Thunnus alalunga";-77.98;28.51;2003;1;-1003.18499755859
"21";"Thunnus alalunga";-70.35;38.33;2001;1;-3316.845703125
"21";"Thunnus alalunga";-71.95;39.45;2001;1;-1011.94885253906
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2005;1;-7.59000015258789
"27";"Thunnus alalunga";-27.93333333;38.68333333;2000;1;-584.610046386719
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2001;1;-16.0599994659424
"27";"Thunnus alalunga";-27.27401667;38.62476667;2004;1;-574.809387207031
"21";"Thunnus alalunga";-68.93;39.98;2000;1;-1256.06994628906
"21";"Thunnus alalunga";-66.8;40.66;2002;1;-803.064880371094
"31";"Thunnus alalunga";-77.7166671753;28.4333333969;2002;1;-1012.5
"21";"Thunnus alalunga";-74.6;36.05;2004;1;-1684.58374023438
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2003;1;-7.59000015258789
"47";"Thunnus alalunga";15.3919000626;-27.4584999084;2000;1;-1.55750000476837
"47";"Thunnus alalunga";17.1173992157;-29.9335002899;2000;1;-25.2474994659424
"47";"Thunnus alalunga";17.8332996368;-32.8166999817;2002;1;-46.9949989318848
"21";"Thunnus alalunga";-71.26;39.91;2003;1;-506.355407714844
"31";"Thunnus alalunga";-77.75;28.41;2002;1;-1009.37750244141
"21";"Thunnus alalunga";-71.1;39.91;2000;1;-592.998901367188
"34";"Thunnus alalunga";-14.05;27.51;2000;1;-1877.96984863281
"31";"Thunnus alalunga";-73.71;20.5;2004;1;-3329.125
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2004;1;-7.59000015258789
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2000;1;-7.59000015258789
"31";"Thunnus alalunga";-73.81;20.41;2001;1;-1870.68505859375
"31";"Thunnus alalunga";-71.8916664124;33.4833335876;2002;1;-5316.109375
"21";"Thunnus alalunga";-74.3;36.53;2004;1;-2150.16674804688
"31";"Thunnus alalunga";-92.73;26.91;2002;1;-1413.88122558594
"37";"Thunnus alalunga";4.474;38.5;2005;1;-2582.93505859375
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2003;1;-7.59000015258789
"27";"Thunnus alalunga";-27.68333333;38.58333333;2000;1;-1095.36462402344
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2000;1;-16.25
"21";"Thunnus alalunga";-72.25;39.05;2000;1;-1650.212890625
"31";"Thunnus alalunga";-77.78;28.45;2000;1;-1009.05749511719
"21";"Thunnus alalunga";-73.6083335876;38.2999992371;2004;1;-291.603363037109
"31";"Thunnus alalunga";-63.93;23.18;2001;1;-5855.25244140625
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2000;1;-7.59000015258789
"47";"Thunnus alalunga";18.4349994659;-33.9028015137;2000;1;-16.0599994659424
"21";"Thunnus alalunga";-72.16;38.45;2000;1;-2820.74047851562
"27";"Thunnus alalunga";-27.57078333;38.07151667;2008;1;-1562.06494140625
"31";"Thunnus alalunga";-75.35;33.75;2001;1;-3210.19970703125
"21";"Thunnus alalunga";-73.1;38.56;2003;1;-1431.75695800781
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2005;1;-16.25
"21";"Thunnus alalunga";-72.05;39.3;2004;1;-1391.89343261719
"21";"Thunnus alalunga";-74.8;35.8;2001;1;-1073.29858398438
"21";"Thunnus alalunga";-70.33;36.66;2002;1;-4416.02490234375
"31";"Thunnus alalunga";-52.8583335876;18.0666675568;2000;1;-4598.18505859375
"27";"Thunnus alalunga";-28.03188333;38.22278333;2013;1;-1807.98999023438
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2000;1;-7.59000015258789
"21";"Thunnus alalunga";-42.3;48.03;2002;1;-4274.25244140625
"31";"Thunnus alalunga";-75.1916656494;34.2583332062;2002;1;-3132.40087890625
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2000;1;-7.59000015258789
"27";"Thunnus alalunga";-26.75371667;37.49553333;2008;1;-1664.43933105469
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2004;1;-16.25
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2005;1;-7.59000015258789
"31";"Thunnus alalunga";-77.43;28.43;2002;1;-1045.05749511719
"41";"Thunnus alalunga";-37.23;4.2;2002;1;-4062.0576171875
"21";"Thunnus alalunga";-71.2;39.83;2001;1;-903.458679199219
"47";"Thunnus alalunga";18.3192005157;-34.148601532;2003;1;-17.1900005340576
"21";"Thunnus alalunga";-71.13;39.83;2003;1;-937.278686523438
"31";"Thunnus alalunga";-78.16;28.31;2002;1;-1012.61999511719
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2004;1;-7.59000015258789
"21";"Thunnus alalunga";-67.41;40.33;2002;1;-1197.56420898438
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2001;1;-16.25
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2004;1;-7.59000015258789
"31";"Thunnus alalunga";-78.7;28.91;2005;1;-863.184997558594
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2002;1;-7.59000015258789
"21";"Thunnus alalunga";-67.58;40.35;2004;1;-617.369750976562
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2005;1;-7.59000015258789
"47";"Thunnus alalunga";17.8332996368;-32.8166999817;2000;1;-46.9949989318848
"21";"Thunnus alalunga";-73.38;38.38;2000;1;-955.428161621094
"31";"Thunnus alalunga";-58.31;31.53;2003;1;-5313.06005859375
"31";"Thunnus alalunga";-78.06;28.31;2004;1;-1010.6875
"27";"Thunnus alalunga";-24.70466667;37.225;2004;1;-208.875
"31";"Thunnus alalunga";-92.15;26.4;2002;1;-1844.22082519531
"47";"Thunnus alalunga";18.4972000122;-34.3568992615;2005;1;-7.59000015258789
"21";"Thunnus alalunga";-66.45;40.9;2003;1;-1325.40954589844
"31";"Thunnus alalunga";-77.23;28.9;2002;1;-1111.49755859375
"47";"Thunnus alalunga";18.0886001587;-33.4255981445;2004;1;-16.25
"21";"Thunnus alalunga";-71.1;39.95;2002;1;-468.218902587891
"21";"Thunnus alalunga";-72.35;39.28;2000;1;-256.746368408203
"21";"Thunnus alalunga";-68.18;39.53;2001;1;-2942.46069335938
"21";"Thunnus alalunga";-48.25;44.4;2001;1;-3441.37744140625
"21";"Thunnus alalunga";-71.66;39.25;2001;1;-2319.00805664062
"21";"Thunnus alalunga";-70.91;39.93;2000;1;-485.141662597656
"31";"Thunnus alalunga";-77.76;28.33;2001;1;-1013.375
"47";"Thunnus alalunga";18.4167003632;-33.9000015259;2001;1;-13.6800003051758
"31";"Thunnus alalunga";-66.2749977112;27.5666666031;2003;1;-5298.1201171875
"21";"Thunnus alalunga";-71.38;39.9;2001;1;-482.34130859375
"31";"Thunnus alalunga";-66.85;26.45;2005;1;-5071.017578125
"21";"Thunnus alalunga";-70.66;39.98;2001;1;-304.764404296875
"27";"Thunnus alalunga";-27.68333333;38.65;2000;1;-1304.31457519531
"41";"Thunnus alalunga";-40;2.83;2002;1;-4460.5751953125
"47";"Thunnus alalunga";17.8332996368;-32.8166999817;2000;1;-46.9949989318848
"21";"Thunnus alalunga";-44.01;45.73;2004;1;-4643.87255859375
"21";"Thunnus alalunga";-70;39.9;2004;1;-508.602172851562
"31";"Thunnus alalunga";-77.6;28.5;2002;1;-1020.75
